basename,songLengthMs,bSP,BSP,DSP,ESP,CSP,bDP,BDP,DDP,EDP,CDP
unti,94644,17 17 0 0 0,30 23 5 0 0,51 47 1 0 11,57 53 23 0 26,,,24 23 3 20 0,44 47 34 14 6,59 59 34 15 36,
unwr,90458,9 10 5 0 0,25 21 0 5 0,42 38 21 7 7,52 43 16 16 20,,,22 27 12 0 0,42 43 7 53 7,57 48 7 26 38,
uonou,104475,16 23 7 0 0,22 23 0 6 0,48 41 18 33 6,70 65 45 20 32,,16 23 7 0 0,22 23 0 6 0,48 41 18 33 6,67 53 30 14 27,
uonvo,96355,16 14 0 12 0,27 28 16 21 0,52 56 29 88 9,65 85 21 52 28,,13 14 10 0 0,27 28 10 20 0,46 56 23 28 4,67 63 25 31 21,
uoohl,104451,23 24 1 3 0,36 30 5 0 0,46 48 10 28 20,58 72 36 27 44,,23 24 1 3 0,36 30 5 13 0,47 48 10 28 24,58 72 36 27 44,
uoran,107213,16 18 0 4 0,37 37 16 34 0,46 43 20 77 10,61 50 14 31 31,81 81 20 39 100,16 18 0 4 0,30 31 5 61 0,46 50 23 36 9,63 56 18 30 33,78 75 21 46 94
uoutk,94753,15 21 3 0 0,32 31 27 11 0,54 73 81 27 26,84 78 45 29 101,,15 21 3 0 0,31 31 27 11 0,54 73 81 27 25,85 78 34 32 101,
uove2,101760,9 15 3 0 0,14 20 9 51 0,25 31 12 45 2,48 41 21 44 12,,,14 20 7 51 0,25 31 12 45 2,48 41 18 44 12,
upan,84066,,20 18 0 0 0,28 27 3 0 3,51 45 7 0 33,,,16 22 0 0 0,29 27 0 0 5,41 36 3 0 19,
uparw,109883,12 24 3 19 0,25 32 5 36 0,45 40 25 34 0,62 64 27 42 34,,,25 32 5 36 0,44 40 18 34 0,62 64 27 42 34,
upow1,307793,19 24 1 6 0,27 24 3 14 0,50 48 18 42 9,68 96 49 40 46,,,,,,
upow2,291551,19 26 1 6 0,34 40 12 30 0,54 60 34 55 17,81 86 45 33 71,,,,,,
upow3,307856,18 22 7 3 0,30 33 3 30 0,43 44 27 32 7,63 61 25 19 37,,,,,,
upow4,310412,19 23 7 2 0,30 29 7 50 0,51 47 3 71 17,73 71 12 43 73,,,,,,
upow5,304912,19 23 1 8 0,32 34 5 29 0,45 46 23 44 8,59 75 32 66 41,,,,,,
upow6,276887,,32 43 27 20 0,51 48 32 12 14,68 65 34 26 54,,,30 38 20 10 0,51 48 32 11 12,65 65 40 24 40,
upow7,326503,,26 34 9 29 0,51 45 25 27 12,68 56 23 21 48,,,25 22 7 40 0,51 45 23 17 13,65 62 18 22 38,
upow8,300150,,33 38 14 60 0,58 51 21 23 16,68 71 58 43 47,,,35 38 14 56 0,59 58 21 24 16,68 64 43 36 33,
upow9,301725,,32 36 9 19 1,58 58 23 66 13,72 87 18 40 32,,0 7 0 0 0,31 36 3 20 1,57 58 18 40 12,71 65 18 40 27,
upowa,292187,,40 60 23 12 1,64 60 21 12 16,86 90 34 27 44,,,44 60 16 12 0,61 60 27 18 10,88 90 27 26 44,
uprec,101571,22 21 1 0 0,26 21 0 7 0,49 47 30 53 12,53 63 85 77 45,,22 21 1 0 0,26 21 0 7 0,45 47 50 39 10,52 53 67 41 35,
upsi,82715,21 20 0 0 0,36 25 3 0 0,44 31 0 0 9,62 51 41 0 28,,,35 25 1 0 0,44 36 9 0 8,44 41 29 0 11,
uputf,91870,16 16 3 0 0,28 26 0 10 0,42 42 12 26 4,58 42 9 0 22,,15 16 1 0 0,24 21 0 10 0,39 32 0 13 3,59 42 10 0 21,
uragg,90689,7 14 0 30 0,20 29 0 29 0,35 43 34 33 0,50 50 30 33 11,,7 14 0 30 0,20 29 0 29 0,35 43 34 33 0,50 50 30 33 11,
uran,102959,24 36 7 0 0,39 49 29 0 3,54 49 10 13 20,66 49 29 15 37,78 97 36 0 69,,39 49 27 0 3,54 49 10 14 20,66 49 29 15 37,78 97 36 0 69
urapp,106748,12 13 9 0 0,17 18 9 20 0,37 37 23 23 8,60 60 14 3 73,,11 13 0 0 0,17 18 3 34 0,35 32 3 8 5,49 41 34 11 23,
urave,109583,16 18 0 9 0,34 30 7 20 0,50 48 27 43 8,72 54 9 35 34,90 72 16 23 101,,31 30 18 20 0,50 48 27 43 8,71 54 9 54 32,88 72 7 11 95
urbo,90166,20 29 0 0 0,20 21 1 18 0,33 36 12 43 0,46 51 12 54 5,,,26 36 3 19 0,35 36 5 46 0,45 43 5 49 8,
urena,100000,11 15 5 5 0,22 20 3 5 0,44 35 5 11 8,53 35 1 6 28,,11 15 5 5 0,22 20 3 5 0,44 35 5 10 7,52 35 1 10 27,
urhir,87610,14 21 3 0 0,38 37 50 13 0,58 48 36 15 26,67 64 65 25 67,,14 21 3 0 0,38 37 50 13 0,58 48 27 20 26,68 64 69 25 68,
urli,120902,10 22 10 0 0,31 27 16 20 0,59 44 12 10 55,92 105 16 5 107,,,31 27 14 20 0,59 44 12 10 55,90 88 14 9 107,
urlv,108477,22 34 14 53 0,35 34 14 63 0,77 88 50 76 60,95 104 87 57 101,166 118 49 55 118,,40 47 20 77 0,74 88 34 80 48,95 104 58 59 100,183 104 30 32 119
urock,98728,17 18 1 0 0,23 32 10 15 0,45 41 23 34 14,69 74 21 41 86,,17 18 1 0 0,23 32 10 12 0,45 41 23 34 16,69 74 21 41 86,
uromh,120586,10 12 3 0 0,19 25 7 30 0,34 42 16 37 23,48 51 25 44 64,,,19 25 9 30 0,34 29 7 36 22,48 51 18 44 64,
urost,99850,16 17 5 0 0,20 22 3 0 0,50 45 30 18 10,62 57 50 44 28,,12 11 0 0 0,24 22 7 0 0,51 45 29 32 11,64 57 43 23 30,
urotm,110830,12 18 3 0 0,22 24 3 0 0,37 42 14 21 7,51 48 20 0 19,,,22 24 0 0 0,37 42 14 21 6,50 48 25 0 15,
urune,100696,19 17 3 0 0,28 23 7 5 0,48 47 34 8 7,70 65 38 8 42,,19 17 3 0 0,28 23 3 20 0,53 41 14 39 18,77 77 7 4 50,
uruni,97423,9 8 1 26 0,14 16 7 64 0,34 29 16 22 5,59 46 34 60 71,,9 8 1 26 0,16 16 1 69 0,34 29 16 22 5,57 50 45 27 62,
usafe,95003,14 12 0 0 0,21 21 5 14 0,34 25 14 3 4,59 46 16 1 65,,14 12 0 0 0,21 17 5 14 0,34 29 18 0 5,60 46 10 1 66,
usatn,102138,9 8 0 19 0,15 21 1 0 0,26 25 1 20 2,36 50 25 66 18,,10 12 0 24 0,15 21 1 0 0,26 25 1 20 2,40 50 34 85 20,
usept,105324,14 16 0 18 0,26 27 3 38 0,40 27 5 75 2,59 48 7 75 23,,14 16 1 18 0,27 27 3 27 0,40 27 5 72 2,58 48 38 30 24,
usieg,93254,18 14 1 3 0,37 36 29 14 0,52 43 9 32 13,71 58 41 15 24,,18 14 1 3 0,37 36 29 14 0,52 43 9 32 13,71 58 45 15 24,
usimi,109605,13 15 12 0 0,26 26 9 3 0,51 47 25 16 21,59 63 43 58 42,,13 15 12 0 0,26 26 10 3 0,51 47 25 16 21,60 63 41 40 42,
uslam,108964,13 20 1 21 0,30 33 1 13 0,53 46 10 55 11,74 60 36 61 30,,13 20 1 21 0,30 33 1 23 0,52 46 10 63 10,74 60 50 39 29,
uslow,102284,14 14 0 8 0,23 19 0 61 0,37 38 25 42 10,61 81 12 18 60,,14 14 0 8 0,22 19 0 61 0,37 33 20 48 10,61 81 12 24 59,
usofi,113878,11 9 0 0 0,27 29 7 21 0,41 39 40 8 6,60 54 40 7 43,,11 9 0 0 0,27 24 5 28 0,41 39 36 4 6,52 44 21 49 19,
usot,125454,15 18 1 9 0,29 27 1 14 1,44 36 5 29 17,64 59 7 26 73,,,29 27 1 14 2,44 36 3 17 18,63 59 7 31 68,
usotl,93781,14 16 5 4 0,21 27 7 8 0,31 32 36 7 0,41 43 54 46 10,,14 16 5 4 0,21 27 7 25 0,31 32 36 7 0,42 43 61 46 6,
uspac,102667,17 22 0 11 0,38 37 7 3 0,57 60 27 15 9,85 67 27 22 42,,17 22 0 11 0,37 37 7 0 0,55 60 32 16 7,88 67 12 10 40,
usr39,89491,10 14 3 0 0,21 19 10 4 0,40 39 21 0 14,61 54 25 0 82,,,22 29 14 4 0,40 39 21 0 14,61 54 23 0 82,
ustep,101250,14 16 10 0 0,22 21 10 25 0,36 32 14 45 3,42 37 7 76 14,,18 16 0 0 0,21 21 0 27 0,32 32 12 53 0,43 42 5 69 14,
ustov,89642,15 17 5 0 0,27 35 9 41 0,39 47 43 66 8,66 64 45 31 54,,15 17 5 0 0,27 35 9 41 0,39 47 41 66 8,70 64 52 23 50,
ustre,105598,20 21 1 16 0,33 36 9 22 0,56 58 41 27 18,72 87 36 11 44,,,33 36 7 22 0,56 58 41 27 18,72 87 32 11 44,
usty,107368,20 23 5 6 0,45 63 47 9 0,61 63 47 18 11,92 95 58 8 76,141 113 40 13 108,,45 55 34 10 0,59 63 49 5 10,79 79 56 15 35,121 113 9 7 104
usufr,86572,18 16 1 16 0,30 27 7 17 0,39 33 0 40 8,51 49 23 10 19,,17 16 1 16 0,30 27 7 17 0,39 33 0 39 8,60 49 27 5 23,
usumg,101331,12 22 5 0 0,29 28 9 0 0,42 39 12 55 13,54 50 1 64 30,,12 22 5 0 0,29 28 9 0 0,42 39 12 55 13,54 50 1 48 30,
usumm,105221,16 16 3 14 0,17 22 1 49 0,45 38 12 16 9,56 60 20 67 22,,16 16 1 14 0,13 22 1 28 0,45 38 12 17 9,55 49 18 18 25,
usyne,95984,18 17 1 16 0,32 29 7 22 0,53 46 29 10 17,66 58 18 34 42,,18 17 1 16 0,32 29 7 22 0,53 46 29 10 17,70 46 1 0 47,
utact,106454,20 18 3 6 0,29 31 3 28 0,40 37 21 23 4,60 56 29 36 29,,20 18 0 6 0,29 31 3 28 0,40 37 21 23 4,55 50 29 37 19,
utesl,109420,9 14 3 2 0,18 21 0 8 0,60 56 1 37 18,89 91 3 30 89,,,18 21 0 8 0,57 56 1 33 16,89 91 3 30 89,
utest,103379,14 21 3 3 0,21 27 3 28 0,43 43 23 31 7,61 54 29 47 37,,14 21 3 3 0,22 21 1 17 0,44 38 10 22 9,64 59 14 48 59,
uthea,97711,17 17 7 7 0,22 23 9 18 0,60 46 12 15 18,80 58 7 5 52,,16 17 7 0 0,24 17 1 36 0,57 46 16 17 15,76 70 3 23 45,
uthes,99311,14 18 1 0 0,27 24 5 7 0,59 54 20 7 18,71 60 18 0 31,,13 18 5 0 0,28 24 7 0 0,57 42 23 0 14,73 60 18 3 42,
uthop,96361,15 22 5 24 0,26 27 20 8 0,40 44 25 28 11,56 49 34 44 33,,15 16 9 16 0,30 27 5 0 0,38 38 20 27 10,56 49 47 0 23,
uthr7,105300,11 33 5 0 0,29 33 1 82 0,41 50 25 39 2,61 66 27 38 17,77 75 65 22 30,,29 33 3 82 0,41 50 25 39 2,61 66 23 39 17,76 75 67 22 29
utiga,84591,13 10 0 19 0,25 21 0 19 0,44 42 38 0 10,57 52 16 25 29,,12 10 0 19 0,23 26 0 12 0,43 42 34 28 8,59 52 21 25 31,
utimo,116087,12 11 1 0 0,20 17 1 0 0,36 29 0 16 2,61 47 3 27 27,,,20 17 1 0 0,36 29 0 16 2,61 47 3 27 27,
utips,106800,16 16 0 0 0,32 33 10 0 0,58 50 49 24 0,62 66 41 50 14,,19 25 9 0 0,32 33 18 15 0,56 50 25 12 0,57 58 23 43 10,
utirn,108806,13 13 0 8 3,20 26 3 0 8,50 91 56 56 90,79 104 32 33 107,,13 13 0 7 3,20 26 3 0 8,51 96 65 27 99,70 104 54 63 108,
utoej,111060,14 17 7 0 0,17 29 14 32 0,41 41 18 7 6,59 53 12 23 25,99 95 29 39 105,12 17 1 0 0,25 23 1 0 0,43 41 3 14 9,61 47 7 20 26,99 100 27 39 107
utreb,91743,13 21 7 16 0,27 28 5 36 0,51 57 16 42 9,70 64 45 6 32,89 86 27 38 78,15 21 5 9 0,38 35 3 54 0,50 50 16 11 8,69 64 29 53 26,80 86 5 25 51
utrop,101329,6 5 0 0 0,11 11 3 10 0,19 19 10 22 1,32 22 0 0 15,,,11 11 3 10 0,19 19 10 22 1,34 33 7 5 20,
utsug,94409,16 21 10 3 0,34 35 9 0 0,52 56 43 51 6,90 99 45 4 51,106 106 103 28 95,16 21 7 0 0,39 35 0 42 0,58 56 10 12 14,83 85 47 0 40,105 99 78 30 91
uttid,105349,21 21 0 5 0,33 28 7 15 0,50 50 16 37 13,69 86 63 37 49,,21 21 0 5 0,33 28 7 16 0,50 50 18 28 13,69 86 50 32 48,
utut2,102000,12 15 0 8 0,24 20 0 0 0,29 30 12 77 2,39 40 25 37 5,,,24 20 0 0 0,29 30 12 77 2,40 40 25 12 5,
utwis,101532,20 21 1 19 0,23 21 0 41 0,42 38 16 40 9,48 48 85 88 9,,20 16 1 3 0,21 21 0 80 0,40 32 12 0 10,64 48 5 48 30,
uusle,99411,17 16 3 7 0,32 22 0 31 0,47 33 1 19 11,68 66 25 27 58,,17 16 3 7 0,32 22 0 31 0,47 33 1 14 11,68 66 25 22 58,
uview,102664,15 22 5 0 0,19 22 1 48 0,42 39 12 21 9,56 56 52 63 53,,13 16 0 0 0,21 22 0 37 0,44 45 0 9 10,62 56 7 12 35,
uvirr,91870,11 10 0 26 0,19 21 1 17 0,34 32 5 39 3,53 58 50 4 22,71 69 61 0 62,,19 21 1 17 0,34 32 5 39 3,53 58 40 4 22,73 69 45 1 61
uwabe,100793,18 14 0 0 0,29 29 7 26 0,66 58 34 17 15,78 80 85 18 33,,16 14 0 0 0,34 29 7 14 0,70 58 36 19 18,81 65 49 13 32,
uwait,96334,15 17 0 15 0,29 23 0 30 0,48 35 0 11 23,71 47 12 30 65,,,28 23 0 30 0,48 35 0 10 23,73 47 16 5 67,
uwatc,109386,21 24 5 6 0,24 30 9 31 0,39 30 7 19 2,62 49 10 11 22,,,23 24 9 31 0,39 30 7 18 2,62 49 10 11 22,
uweac,106711,17 23 0 13 0,20 17 0 9 0,51 40 10 5 9,71 64 1 44 84,,17 23 0 13 0,19 17 0 9 0,48 40 14 5 7,67 64 14 21 54,
uwhih,106041,19 21 0 0 0,32 26 3 0 0,42 43 5 8 6,76 69 29 18 90,,19 21 0 0 0,32 26 3 0 0,44 37 10 25 7,63 48 20 29 29,
uwhil,103160,12 15 3 8 0,24 25 9 0 0,36 41 16 49 12,44 41 20 65 19,,,24 25 9 0 0,36 41 16 50 12,44 41 16 76 19,
uwhyc,85917,13 17 7 5 0,22 25 12 11 1,50 51 16 65 11,84 85 29 7 43,,15 17 3 0 0,19 25 7 15 1,50 51 3 46 9,82 68 38 7 38,
uwrai,105226,15 16 5 0 0,20 21 10 10 0,40 38 12 33 11,57 54 29 60 27,,15 16 5 0 0,25 27 5 25 0,40 43 27 7 7,54 48 16 28 27,
uyaya,96944,17 20 5 22 0,21 20 9 26 0,34 30 21 25 3,71 60 14 30 68,,16 20 5 22 0,21 20 10 26 0,34 30 21 25 3,69 55 49 2 61,
uyobl,104512,9 14 7 0 0,10 14 7 4 0,32 37 29 28 10,48 56 32 63 51,,9 14 7 0 0,11 14 7 7 0,32 37 29 28 10,45 56 36 38 42,
uyolo,83151,16 21 9 4 0,27 26 12 4 0,41 37 12 29 5,57 52 43 7 34,,16 21 7 4 0,26 26 9 9 0,41 37 12 6 6,56 42 27 0 17,
uyoru,83981,17 16 3 6 0,23 20 5 8 0,44 37 16 11 25,70 62 41 19 104,,17 16 10 6 0,24 25 16 6 0,44 33 12 9 25,70 58 38 22 105,
uysas,91910,21 15 3 8 0,31 31 25 57 0,59 47 40 34 26,83 78 30 14 103,,,32 31 23 51 0,59 47 40 34 25,83 78 25 14 104,
vala,113549,20 23 5 35 0,44 38 3 42 1,76 62 7 45 34,104 100 34 47 100,142 108 43 66 108,,44 31 0 42 1,74 62 0 45 29,99 100 20 47 99,152 108 23 64 109
valk,114242,44 93 23 65 34,61 93 16 72 74,77 93 21 77 110,119 119 21 73 143,145 147 70 55 154,,57 93 40 68 86,77 104 25 73 112,108 115 16 61 142,127 147 52 77 160
vall,131027,23 30 10 36 0,48 54 12 55 7,76 69 23 72 39,101 92 49 66 101,,,47 46 12 57 6,73 69 23 79 34,97 92 29 64 100,
vamp,98048,9 13 3 0 0,34 27 10 57 0,53 47 20 83 14,70 61 32 66 33,,,35 27 12 55 0,53 54 20 88 13,69 54 30 70 33,
vane,93409,29 30 10 0 0,44 61 67 47 0,70 69 54 35 46,125 100 32 21 108,,,44 61 50 42 0,72 69 47 27 50,117 92 21 18 107,
vani,92572,17 17 3 0 0,31 29 0 0 0,50 40 0 0 16,70 64 0 35 87,,,28 29 0 0 0,47 40 0 0 13,61 52 0 0 62,
vanq,102194,21 22 1 17 0,48 54 23 51 34,70 93 30 30 102,104 121 40 31 136,,,47 54 29 42 32,70 82 3 24 102,101 115 7 18 143,
vate,100500,19 20 3 0 0,30 40 12 27 0,50 46 27 23 7,83 73 32 36 76,,,30 26 12 31 0,49 46 29 31 6,83 73 30 31 72,
vega,120630,21 23 3 5 0,49 47 14 24 1,76 63 25 30 27,100 95 54 36 88,,,46 47 10 24 1,69 63 30 61 21,95 87 38 28 70,
vemb,103109,16 16 1 11 0,29 33 20 45 0,42 45 34 40 7,50 56 40 88 20,,,30 28 9 40 0,43 45 10 35 4,62 56 1 36 41,
venu,105843,12 16 7 0 0,23 24 7 48 0,48 56 20 34 0,67 65 16 52 19,82 73 32 47 34,,25 24 3 45 0,39 40 3 36 0,56 56 1 60 15,76 73 47 46 27
vert,117679,18 27 9 20 0,38 41 9 20 1,62 69 20 22 42,81 83 49 39 93,,,36 41 7 20 1,62 69 20 22 42,80 83 60 38 91,
vide,85359,20 21 3 0 0,30 27 3 0 0,36 32 0 0 6,46 43 16 0 10,66 54 34 32 32,,31 27 0 0 0,41 43 7 0 6,43 43 5 0 12,65 60 45 20 38
vila,109126,14 23 0 0 0,21 23 0 56 0,37 34 0 93 3,48 46 10 86 12,,,30 23 0 68 0,41 34 1 64 4,49 46 0 93 13,
ving,80564,22 23 7 0 0,28 29 3 33 0,41 40 12 73 8,50 46 7 93 16,,,22 29 3 39 0,34 40 9 110 5,41 52 9 103 8,
viop,108424,16 21 14 17 0,44 42 25 31 9,80 84 25 14 100,100 105 16 36 109,,,43 42 21 29 7,72 79 27 32 74,99 105 12 44 110,
virg,95944,21 42 10 0 0,25 26 1 2 0,39 42 36 32 4,67 57 23 4 38,,,25 31 27 39 0,35 36 25 38 0,56 47 34 29 18,
virt,86949,27 30 0 0 0,62 60 14 0 9,76 60 29 0 22,82 68 60 0 33,,,55 60 12 0 7,68 60 3 0 18,82 68 56 0 32,
vity,94367,14 17 21 0 0,18 17 21 10 0,29 25 23 28 0,37 30 14 52 6,,,16 17 18 14 0,23 21 29 26 0,31 30 29 22 2,
vjar,114596,16 18 0 0 0,18 18 0 55 0,63 54 32 21 23,66 60 27 23 46,,17 18 0 0 0,18 18 0 55 0,46 48 40 0 12,83 72 5 11 76,
volc,104000,15 20 7 6 0,29 30 7 16 0,47 60 18 40 1,83 80 43 44 27,,,33 40 16 2 0,50 60 27 21 0,83 70 23 34 26,
volf,77024,24 27 30 0 0,38 48 38 0 2,51 55 76 0 7,66 62 9 0 49,71 55 32 0 52,,39 55 34 0 0,54 48 10 0 11,64 48 29 0 21,75 55 21 0 52
volt,91479,21 20 0 0 0,28 30 32 0 0,41 41 50 0 6,67 51 40 0 37,,,,,,
voqu,127924,18 22 5 27 0,58 59 27 57 25,97 105 14 32 107,172 120 40 17 142,202 139 25 21 161,,57 59 27 41 20,90 89 12 31 102,182 109 5 14 141,223 139 10 17 165
votu,102852,10 23 7 0 0,24 23 9 15 0,52 52 14 0 17,69 64 18 0 47,,,21 23 7 15 0,44 40 9 0 10,60 64 16 0 31,
voya,111019,23 24 1 0 0,38 49 40 50 0,47 61 56 85 9,68 67 20 15 52,,20 24 14 0 0,35 30 14 25 1,54 49 12 36 16,72 79 14 25 63,
vsss,115733,28 37 9 17 0,54 55 12 66 10,79 105 49 54 57,113 124 45 53 106,,,55 55 10 65 10,80 105 36 54 59,113 124 43 53 107,
vvvv,103200,23 25 7 0 0,29 31 18 37 0,51 56 34 62 10,70 56 14 48 36,86 87 16 22 80,,30 31 9 26 0,45 50 7 37 4,64 56 20 26 22,82 81 20 26 70
waa1,90199,27 23 3 0 0,34 41 49 0 0,43 47 89 0 2,49 58 38 0 16,,25 29 1 0 0,30 35 30 0 0,49 52 89 0 7,51 47 12 0 16,
wacco,95037,10 16 0 19 0,19 21 1 41 0,39 43 5 39 6,56 65 10 37 32,,,,,,
wada,126797,20 26 5 18 0,37 45 18 92 2,62 58 9 53 32,94 102 7 65 106,152 102 72 39 116,,37 52 9 82 1,64 58 10 50 34,93 102 9 64 107,156 102 25 39 117
wadi,116619,20 17 1 5 0,45 47 27 26 5,67 59 7 17 33,91 94 18 20 100,,,49 47 18 22 10,67 59 7 17 33,86 94 14 20 78,
wait,93554,17 20 3 0 0,28 31 14 16 0,39 36 29 19 6,62 46 18 27 34,,,28 26 12 10 0,44 36 9 8 7,58 46 29 45 21,
waiu,96002,23 29 9 0 0,40 43 16 19 0,56 58 20 47 16,68 65 47 37 31,75 65 80 36 31,,43 43 16 19 0,57 58 27 19 11,72 65 70 19 29,77 58 87 18 27
waka,90887,27 42 18 0 0,33 28 14 0 0,53 56 80 29 8,79 70 109 0 32,,,29 28 34 15 0,51 49 47 0 3,73 63 50 9 24,
wake,117583,17 20 1 15 0,25 31 5 9 0,48 41 23 4 15,60 51 14 32 36,,,29 31 3 14 0,47 41 23 4 14,58 51 27 37 33,
waku,106669,15 15 0 8 0,32 30 0 71 0,66 60 12 55 26,96 106 36 54 89,,,32 30 0 71 0,65 60 10 58 26,91 97 40 55 69,
walk,91997,,30 28 0 0 0,39 46 16 0 6,58 51 29 0 27,,,31 28 9 0 0,45 46 12 0 10,56 46 47 0 21,
wanim,108342,13 23 0 47 0,20 23 0 61 0,37 34 1 67 5,45 40 3 106 12,,,,,,
wann,88867,17 18 3 0 0,21 18 0 3 0,38 32 14 3 6,50 45 49 19 20,,,22 23 7 3 0,40 32 20 24 9,48 41 49 15 15,
want,93176,12 14 1 0 0,23 21 3 0 0,59 56 3 17 13,88 70 58 0 49,,,23 21 1 0 0,59 56 1 17 13,86 70 34 1 43,
ware,131929,13 14 1 36 0,28 29 9 50 0,49 44 3 68 11,76 66 10 85 31,99 108 34 87 100,,27 29 9 50 0,50 44 1 69 11,75 66 12 88 30,97 108 34 84 97
warn,131163,17 14 0 9 0,30 28 0 67 0,51 57 9 78 11,67 64 45 82 25,78 107 169 85 58,,30 28 0 72 0,49 57 10 80 8,62 64 45 82 22,84 107 126 90 73
wasr,104811,9 6 0 3 0,21 19 1 34 0,32 26 1 47 0,38 52 38 48 3,,,22 26 1 35 0,33 26 1 43 0,38 52 18 44 2,
wast,97738,14 17 7 0 0,23 17 0 0 0,36 25 1 0 6,44 34 1 0 18,,,19 21 14 0 0,32 30 25 0 1,41 30 21 0 13,
wasu,98900,15 18 10 0 0,21 18 12 28 0,39 41 29 21 10,52 45 21 41 24,,,,,,
wati,110667,21 22 1 0 0,36 45 23 15 1,54 60 32 24 14,72 90 40 15 46,,,36 37 10 20 1,52 60 27 20 12,67 75 36 27 32,
waww,87041,19 11 0 0 0,27 23 0 0 0,42 35 10 0 4,63 53 0 0 34,,,27 23 0 0 0,42 35 3 0 4,63 53 0 0 34,
wayea,136000,12 10 0 21 0,21 15 0 25 0,35 25 7 23 3,41 35 0 44 8,,,25 20 0 16 0,37 30 7 50 4,43 35 3 50 7,
wayn,85198,,34 42 25 0 0,45 36 12 0 9,55 47 18 0 23,,,,,,
wbaby,75226,12 16 0 10 0,22 27 0 10 0,35 27 0 15 5,48 38 0 15 22,,,22 27 0 10 0,36 27 0 15 5,48 38 0 15 21,
wbadr,116466,8 14 5 14 0,20 24 5 39 0,33 39 18 25 4,47 44 14 0 16,,,,,,
wbatt,107171,13 18 1 15 0,25 30 1 27 0,40 36 20 16 5,56 48 18 5 19,,,,,,
wbeau,94216,8 16 1 28 0,22 21 9 24 0,37 37 12 24 10,45 42 1 29 22,,,21 21 0 29 0,35 37 0 21 6,43 42 0 29 19,
wcand,106413,11 13 0 21 0,16 17 0 79 0,25 26 18 79 0,34 30 12 110 6,,,16 17 0 79 0,24 26 20 79 0,38 35 9 67 9,
wcant,110249,16 14 0 0 0,27 19 0 0 0,40 24 0 0 9,60 43 0 0 69,,,27 19 0 0 0,40 24 0 0 9,60 43 0 0 69,
wcele,108799,18 20 0 0 0,27 20 0 36 0,42 35 7 52 7,53 50 29 53 18,,,,,,
wchim,90553,,20 24 1 0 0,49 48 41 0 6,61 54 27 0 21,,,36 36 14 0 0,60 54 12 0 21,,
wcrus,117370,15 28 3 22 0,22 28 9 52 0,43 40 10 37 9,56 45 21 39 18,,,,,,
wcurr,92722,29 34 9 0 0,34 34 1 62 0,50 48 5 23 9,69 61 10 34 29,,,,,,
wdanc,90488,8 10 0 0 0,19 21 1 22 0,33 31 5 0 3,46 37 7 0 12,,,,,,
wdddd,104085,,29 26 3 0 0,48 53 34 0 5,72 53 3 0 30,,,41 40 14 0 2,59 53 34 0 17,,
wdisc,83254,,35 37 3 0 2,43 43 21 0 6,49 53 54 0 21,,,40 21 0 0 0,46 43 3 0 12,,
wdobu,89721,,24 22 1 0 5,38 36 21 0 11,49 40 10 0 24,,,28 22 3 0 2,39 36 7 0 11,,
wdogo,96666,10 10 1 8 0,19 21 0 33 0,30 36 45 2 0,48 47 12 2 29,,,20 26 1 2 0,30 36 43 2 0,50 42 0 5 31,
wdont,95227,13 14 0 24 0,21 19 1 42 0,36 29 0 41 7,47 49 1 45 19,,,26 24 1 55 0,39 34 3 36 8,48 44 1 36 19,
wdown,94218,22 22 5 0 0,36 39 21 40 0,48 39 9 39 12,59 45 0 5 21,,,,,,
wear,81174,18 22 14 0 0,27 22 14 15 0,41 39 29 52 6,55 39 9 30 25,,,24 28 20 15 0,36 39 27 31 3,55 45 9 35 25,
weca,106891,15 14 1 22 0,26 24 5 44 0,43 39 18 33 11,56 49 36 40 32,,,27 29 10 47 0,43 39 21 32 11,55 49 38 40 33,
weca0,106886,15 29 36 5 0,24 34 52 5 0,39 49 89 5 13,53 54 103 5 24,,,,,,
wech,87725,19 24 0 0 0,27 24 0 25 0,42 30 0 30 6,55 48 30 51 21,,,23 24 12 25 0,41 30 0 14 5,58 48 10 59 24,
weco,91429,12 10 0 0 0,19 21 1 22 0,44 31 9 38 9,63 47 23 22 28,,,32 26 9 0 0,41 36 12 61 5,61 52 34 4 32,
wedd,93329,18 21 9 0 0,28 26 16 1 0,37 31 12 23 3,56 42 5 17 24,,,28 26 20 1 0,38 31 12 24 3,55 42 5 18 24,
wego,95686,13 19 9 43 0,24 51 16 57 0,41 51 20 58 9,56 57 27 58 19,,,,,,
welec,97379,,36 43 12 0 1,47 43 30 0 10,56 48 43 0 22,,,40 43 30 0 4,52 43 36 0 17,,
welri,91264,19 19 0 0 0,22 19 12 0 0,40 34 18 0 15,50 44 47 0 24,,,22 19 12 0 0,40 34 18 0 15,50 44 47 0 24,
were,125837,29 30 12 26 0,54 61 14 40 8,86 77 18 22 56,119 111 18 26 105,,,54 61 12 30 8,85 77 16 16 54,126 111 18 21 106,
west,88797,18 20 9 0 0,29 25 10 25 0,39 35 21 19 8,47 50 16 40 22,,,22 25 21 36 0,36 35 21 30 3,46 45 29 73 15,
weve,92597,12 10 0 0 0,28 26 1 29 0,44 37 5 29 7,56 42 25 36 18,,,25 21 0 0 0,41 31 7 17 4,56 42 25 8 18,
